"word","meaning","pos","belong","pron_uk","pron_us"
"piece","piece","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pie/piece/piece__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pie/piece/piece__us_1.ogg"
"pig","pig","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pig/pig__/pig__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pig/pig__/pig__us_1.ogg"
"pile","pile","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pil/pile_/pile__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pil/pile_/pile__us_1.ogg"
"pile","pile","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pil/pile_/pile__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pil/pile_/pile__us_1.ogg"
"pill","pill","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pil/pill_/pill__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pil/pill_/pill__us_1.ogg"
"pilot","pilot","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pil/pilot/pilot__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pil/pilot/pilot__us_1.ogg"
"pin","pin","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pin/pin__/pin__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pin/pin__/pin__us_2.ogg"
"pin","pin","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pin/pin__/pin__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pin/pin__/pin__us_2.ogg"
"pink","pink","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pin/pink_/pink_1_gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pin/pink_/pink__us_1.ogg"
"pink","pink","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pin/pink_/pink_1_gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pin/pink_/pink__us_1.ogg"
"pioneer","pioneer","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pio/pione/pioneer__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pio/pione/pioneer__us_1.ogg"
"pioneer","pioneer","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pio/pione/pioneer__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pio/pione/pioneer__us_1.ogg"
"pipe","pipe","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pip/pipe_/pipe__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pip/pipe_/pipe__us_1.ogg"
"pipeline","pipeline","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pip/pipel/pipeline__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pip/pipel/pipeline__us_1.ogg"
"pirate","pirate","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pir/pirat/pirate__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pir/pirat/pirate__us_1.ogg"
"pit","pit","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pit/pit__/pit__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pit/pit__/pit__us_1.ogg"
"pitch","pitch","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pit/pitch/pitch__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pit/pitch/pitch__us_1.ogg"
"pity","pity","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pit/pity_/pity__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pit/pity_/pity__us_1.ogg"
"place","place","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/place/place__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/place/place__us_1.ogg"
"place","place","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/place/place__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/place/place__us_1.ogg"
"placement","placement","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/place/placement__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/place/placement__us_1.ogg"
"plain","plain","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plain/plain__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plain/plain__us_1.ogg"
"plan","plan","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plan_/plan__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plan_/plan__us_1.ogg"
"plan","plan","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plan_/plan__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plan_/plan__us_1.ogg"
"plane","plane","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plane/plane__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plane/plane__us_1.ogg"
"planet","planet","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plane/planet__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plane/planet__us_1.ogg"
"planning","planning","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plann/planning__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plann/planning__us_3.ogg"
"plant","plant","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plant/plant__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plant/plant__us_1.ogg"
"plant","plant","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plant/plant__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plant/plant__us_1.ogg"
"plastic","plastic","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plast/plastic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plast/plastic__us_2.ogg"
"plastic","plastic","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plast/plastic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plast/plastic__us_2.ogg"
"plate","plate","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/plate/plate__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/plate/plate__us_1.ogg"
"platform","platform","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/platf/platform__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/platf/platform__us_1.ogg"
"play","play","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/play_/play__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/play_/play__us_1.ogg"
"play","play","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/play_/play__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/play_/play__us_1.ogg"
"player","player","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pla/playe/player__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/playe/player__us_2.ogg"
"plea","plea","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/plea_/plea__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/plea_/plea__us_1.ogg"
"plead","plead","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/plead/plead__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/plead/plead__us_1.ogg"
"pleasant","pleasant","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pleas/pleasant__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pleas/pleasant__us_1.ogg"
"please","please","exclamation","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pleas/please__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pleas/please__us_2.ogg"
"please","please","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pleas/please__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pleas/please__us_1.ogg"
"pleased","pleased","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pleas/pleased__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pleas/pleased__us_1.ogg"
"pleasure","pleasure","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pleas/pleasure__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pleas/pleasure__us_1.ogg"
"pledge","pledge","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pledg/pledge__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pledg/pledge__us_1.ogg"
"pledge","pledge","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/pledg/pledge__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pledg/pledge__us_1.ogg"
"plenty","plenty","pronoun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/ple/plent/plenty__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/plent/plenty__us_1.ogg"
"plot","plot","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plo/plot_/plot__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plo/plot_/plot__us_1.ogg"
"plot","plot","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plo/plot_/plot__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plo/plot_/plot__us_1.ogg"
"plug","plug","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plug_/plug__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plug_/plug__us_1.ogg"
"plug","plug","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plug_/plug__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plug_/plug__us_1.ogg"
"plunge","plunge","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plung/plunge__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plung/plunge__us_1.ogg"
"plus","plus","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plus_/plus__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plus_/plus__us_1.ogg"
"plus","plus","conjunction","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plus_/plus__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plus_/plus__us_1.ogg"
"plus","plus","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plus_/plus__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plus_/plus__us_1.ogg"
"plus","plus","preposition","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/plu/plus_/plus__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plus_/plus__us_1.ogg"
"pocket","pocket","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poc/pocke/pocket__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poc/pocke/pocket__us_1.ogg"
"poem","poem","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poe/poem_/poem__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poe/poem_/poem__us_1.ogg"
"poet","poet","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poe/poet_/poet__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poe/poet_/poet__us_2.ogg"
"poetry","poetry","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poe/poetr/poetry__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poe/poetr/poetry__us_1.ogg"
"point","point","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poi/point/point__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/point/point__us_1.ogg"
"point","point","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poi/point/point__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/point/point__us_1.ogg"
"pointed","pointed","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poi/point/pointed__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/point/pointed__us_1.ogg"
"poison","poison","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poi/poiso/poison__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/poiso/poison__us_1.ogg"
"poison","poison","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poi/poiso/poison__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/poiso/poison__us_1.ogg"
"poisonous","poisonous","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poi/poiso/poisonous__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/poiso/poisonous__us_1.ogg"
"pole","pole","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/pole_/pole__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/pole_/pole__us_1.ogg"
"police","police","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polic/police__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polic/police__us_1.ogg"
"policeman","policeman","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polic/policeman__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polic/policeman__us_1.ogg"
"policy","policy","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polic/policy__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polic/policy__us_1.ogg"
"polite","polite","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polit/polite__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polit/polite__us_1.ogg"
"political","political","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polit/political__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polit/political__us_1.ogg"
"politician","politician","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polit/politician__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polit/politician__us_1.ogg"
"politics","politics","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/polit/politics__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/polit/politics__us_1.ogg"
"poll","poll","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/poll_/poll__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/poll_/poll__us_1.ogg"
"pollution","pollution","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pol/pollu/pollution__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/pollu/pollution__us_2.ogg"
"pond","pond","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pon/pond_/pond__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pon/pond_/pond__us_1.ogg"
"pool","pool","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poo/pool_/pool__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poo/pool_/pool__us_1.ogg"
"poor","poor","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/poo/poor_/poor__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poo/poor_/poor__us_1_rr.ogg"
