"word","meaning","pos","belong","pron_uk","pron_us"
"stimulate","stimulate","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sti/stimu/stimulate__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/stimu/stimulate__us_1.ogg"
"stimulus","stimulus","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sti/stimu/stimulus__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/stimu/stimulus__us_1.ogg"
"stir","stir","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sti/stir_/stir__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sti/stir_/stir__us_1.ogg"
"stock","stock","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/stock/stock__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stock/stock__us_1.ogg"
"stomach","stomach","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/stoma/stomach__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stoma/stomach__us_1.ogg"
"stone","stone","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/stone/stone__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stone/stone__us_1.ogg"
"stop","stop","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/stop_/stop__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stop_/stop__us_1.ogg"
"stop","stop","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/stop_/stop__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stop_/stop__us_1.ogg"
"storage","storage","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/stora/storage__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/stora/storage__us_1.ogg"
"store","store","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/store/store__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/store/store__us_1.ogg"
"store","store","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/store/store__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/store/store__us_1.ogg"
"storm","storm","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/storm/storm__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/storm/storm__us_1.ogg"
"story","story","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sto/story/story__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sto/story/story__us_1.ogg"
"straight","straight","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strai/straight__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/straight__us_1.ogg"
"straight","straight","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strai/straight__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/straight__us_1.ogg"
"straightforward","straightforward","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strai/straightforward__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/straightforward__us_1.ogg"
"strain","strain","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strai/strain__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strai/strain__us_1.ogg"
"strand","strand","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stran/strand__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stran/strand__us_1.ogg"
"strange","strange","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stran/strange__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stran/strange__us_1.ogg"
"stranger","stranger","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stran/stranger__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stran/stranger__us_1.ogg"
"strategic","strategic","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strat/strategic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strat/strategic__us_1.ogg"
"strategy","strategy","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strat/strategy__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strat/strategy__us_1.ogg"
"stream","stream","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strea/stream__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strea/stream__us_1.ogg"
"street","street","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stree/street__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stree/street__us_1.ogg"
"strength","strength","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stren/strength__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stren/strength__us_1_rr.ogg"
"strengthen","strengthen","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stren/strengthen__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stren/strengthen__us_1_rr.ogg"
"stress","stress","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stres/stress__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stres/stress__us_1.ogg"
"stress","stress","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stres/stress__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stres/stress__us_1.ogg"
"stretch","stretch","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stret/stretch__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stret/stretch__us_1.ogg"
"stretch","stretch","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stret/stretch__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stret/stretch__us_1.ogg"
"strict","strict","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stric/strict__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stric/strict__us_1.ogg"
"strictly","strictly","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stric/strictly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stric/strictly__us_1.ogg"
"strike","strike","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strik/strike__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strik/strike__us_1.ogg"
"strike","strike","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strik/strike__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strik/strike__us_1.ogg"
"striking","striking","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strik/striking__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strik/striking__us_1.ogg"
"string","string","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strin/string__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strin/string__us_1.ogg"
"strip","strip","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strip/strip__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strip/strip__us_1.ogg"
"strip","strip","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strip/strip__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strip/strip__us_1.ogg"
"strive","strive","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/striv/strive__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/striv/strive__us_1.ogg"
"stroke","stroke","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strok/stroke__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strok/stroke__us_1.ogg"
"strong","strong","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stron/strong__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stron/strong__us_1.ogg"
"strongly","strongly","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/stron/strongly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/stron/strongly__us_1.ogg"
"structural","structural","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/struc/structural__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/struc/structural__us_1.ogg"
"structure","structure","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/struc/structure__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/struc/structure__us_2.ogg"
"structure","structure","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/struc/structure__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/struc/structure__us_2.ogg"
"struggle","struggle","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strug/struggle__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strug/struggle__us_2.ogg"
"struggle","struggle","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/str/strug/struggle__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/str/strug/struggle__us_2.ogg"
"student","student","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stude/student__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stude/student__us_1.ogg"
"studio","studio","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/studi/studio__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/studi/studio__us_2.ogg"
"study","study","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/study/study__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/study/study__us_2.ogg"
"study","study","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/study/study__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/study/study__us_2.ogg"
"stuff","stuff","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stuff/stuff__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stuff/stuff__us_1.ogg"
"stuff","stuff","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stuff/stuff__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stuff/stuff__us_1.ogg"
"stumble","stumble","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stumb/stumble__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stumb/stumble__us_1.ogg"
"stun","stun","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stun_/stun__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stun_/stun__us_1.ogg"
"stunning","stunning","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stunn/stunning__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stunn/stunning__us_1.ogg"
"stupid","stupid","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/stu/stupi/stupid__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/stu/stupi/stupid__us_1.ogg"
"style","style","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sty/style/style__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sty/style/style__us_1.ogg"
"subject","subject","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subje/subject__gb_7.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subje/subject__us_4_rr.ogg"
"subject","subject","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subje/subject__gb_7.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subje/subject__us_4_rr.ogg"
"submission","submission","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/submi/submission__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/submi/submission__us_1.ogg"
"submit","submit","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/submi/submit__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/submi/submit__us_1.ogg"
"subscriber","subscriber","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subsc/subscriber__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subsc/subscriber__us_1.ogg"
"subscription","subscription","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subsc/subscription__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subsc/subscription__us_1.ogg"
"subsequent","subsequent","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subse/subsequent__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subse/subsequent__us_1.ogg"
"subsequently","subsequently","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subse/subsequently__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subse/subsequently__us_1_rr.ogg"
"subsidy","subsidy","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subsi/subsidy__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subsi/subsidy__us_1.ogg"
"substance","substance","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subst/substance__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substance__us_2.ogg"
"substantial","substantial","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subst/substantial__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substantial__us_1.ogg"
"substantially","substantially","adverb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subst/substantially__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substantially__us_1.ogg"
"substitute","substitute","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subst/substitute__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substitute__us_1.ogg"
"substitute","substitute","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subst/substitute__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substitute__us_1.ogg"
"substitution","substitution","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subst/substitution__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subst/substitution__us_1.ogg"
"subtle","subtle","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subtl/subtle__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subtl/subtle__us_1.ogg"
"suburb","suburb","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subur/suburb__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subur/suburb__us_1.ogg"
"suburban","suburban","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sub/subur/suburban__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sub/subur/suburban__us_1.ogg"
"succeed","succeed","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/succeed__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/succeed__us_2.ogg"
"success","success","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/success__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/success__us_2.ogg"
"successful","successful","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/successful__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successful__us_2.ogg"
"successfully","successfully","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/successfully__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successfully__us_3.ogg"
"succession","succession","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/succession__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/succession__us_1.ogg"
"successive","successive","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/successive__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successive__us_1.ogg"
"successor","successor","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/succe/successor__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/succe/successor__us_1.ogg"
"such","such","determiner","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/such_/such__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/such_/such__us_1.ogg"
"such","such","pronoun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/such_/such__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/such_/such__us_1.ogg"
"suck","suck","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suc/suck_/suck__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suc/suck_/suck__us_1.ogg"
"sudden","sudden","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sud/sudde/sudden__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sud/sudde/sudden__us_2.ogg"
"suddenly","suddenly","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sud/sudde/suddenly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sud/sudde/suddenly__us_2.ogg"
"sue","sue","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sue/sue__/sue__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sue/sue__/sue__us_1.ogg"
"suffer","suffer","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suf/suffe/suffer__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suf/suffe/suffer__us_2.ogg"
"suffering","suffering","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suf/suffe/suffering__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suf/suffe/suffering__us_1_rr.ogg"
"sufficient","sufficient","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suf/suffi/sufficient__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suf/suffi/sufficient__us_1.ogg"
"sufficiently","sufficiently","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/suf/suffi/sufficiently__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/suf/suffi/sufficiently__us_1.ogg"
"sugar","sugar","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sug/sugar/sugar__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sug/sugar/sugar__us_2.ogg"
"suggest","suggest","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sug/sugge/suggest__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sug/sugge/suggest__us_1_rr.ogg"
"suggestion","suggestion","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sug/sugge/suggestion__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sug/sugge/suggestion__us_1_rr.ogg"
"suicide","suicide","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sui/suici/suicide__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suici/suicide__us_1.ogg"
"suit","suit","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sui/suit_/suit__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suit_/suit__us_1.ogg"
"suit","suit","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sui/suit_/suit__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suit_/suit__us_1.ogg"
"suitable","suitable","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sui/suita/suitable__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suita/suitable__us_2.ogg"
"suite","suite","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sui/suite/suite__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sui/suite/suite__us_1.ogg"
"sum","sum","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sum/sum__/sum__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/sum__/sum__us_1.ogg"
"sum","sum","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sum/sum__/sum__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/sum__/sum__us_1.ogg"
"summarize","summarize","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sum/summa/summarize__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summa/summarize__us_2.ogg"
"summary","summary","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sum/summa/summary__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summa/summary__us_2.ogg"
"summer","summer","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sum/summe/summer__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summe/summer__us_2.ogg"
"summit","summit","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sum/summi/summit__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sum/summi/summit__us_1.ogg"
"sun","sun","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sun/sun__/sun__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sun/sun__/sun__us_1.ogg"
"Sunday","Sunday","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sun/sunda/sunday_1_gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sun/sunda/sunday__us_1_rr.ogg"
"super","super","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/super__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/super__us_1.ogg"
"superb","superb","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/superb__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/superb__us_1.ogg"
"superior","superior","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/superior__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/superior__us_1.ogg"
"supermarket","supermarket","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/supermarket__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supermarket__us_1.ogg"
"supervise","supervise","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/s/sup/super/supervise__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sup/super/supervise__us_1.ogg"
